# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 01:45:43 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
Kepler-1729 b,Kepler-1729,Transit,2021,Kepler,0.95 m Kepler Telescope,4.22097015,0.041800,3.894,14.40000,1.340000,0.000000,85.030,,3837.00,0.52,0.54,-0.663,0.57020,19h46m46.55s,296.6939428,+42d37m34.01s,42.6261145,576.1810000,15.6760000
Kepler-173 b,Kepler-173,Transit,2014,Kepler,0.95 m Kepler Telescope,4.26374200,0.048000,1.290,2.21000,5.660000,0.000000,88.440,,6031.00,0.95,0.79,0.074,2.66952,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.1650000,14.3570000
Kepler-173 c,Kepler-173,Transit,2014,Kepler,0.95 m Kepler Telescope,8.00577700,0.074000,2.430,6.48000,2.480000,0.000000,89.740,,6031.00,0.95,0.79,0.074,2.36963,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.1650000,14.3570000
Kepler-1730 b,Kepler-1730,Transit,2021,Kepler,0.95 m Kepler Telescope,13.81019974,0.113100,4.485,18.40000,1.120000,0.000000,88.040,,5942.00,1.14,1.01,0.075,1.23716,18h47m50.54s,281.9605834,+43d42m10.94s,43.7030386,1427.0800000,15.4780000
Kepler-1731 b,Kepler-1731,Transit,2021,Kepler,0.95 m Kepler Telescope,21.76129913,0.140100,2.933,8.92000,1.940000,0.000000,89.950,,4859.00,0.72,0.78,-0.600,102.86534,19h25m01.06s,291.2544229,+36d44m36.35s,36.7434302,169.9480000,12.7420000
Kepler-1732 b,Kepler-1732,Transit,2021,Kepler,0.95 m Kepler Telescope,32.31240082,0.201500,4.099,15.70000,1.250000,0.000000,86.720,,5821.00,1.49,1.04,0.296,0.07872,19h29m09.84s,292.2910129,+37d34m50.77s,37.5807686,1289.4100000,14.8840000
Kepler-1733 b,Kepler-1733,Transit,2021,Kepler,0.95 m Kepler Telescope,9.22957993,0.093300,3.636,12.80000,1.460000,0.000000,89.880,,6320.00,1.25,1.27,0.430,7.35865,19h24m33.23s,291.1384628,+37d51m33.28s,37.8592447,2080.5100000,15.6120000
Kepler-1734 b,Kepler-1734,Transit,2021,Kepler,0.95 m Kepler Telescope,6.79685020,0.071400,3.089,9.74000,1.820000,0.000000,87.320,,6061.00,0.97,1.05,0.144,0.95531,19h36m39.16s,294.1631670,+41d27m06.23s,41.4517316,1482.8300000,15.5980000
Kepler-1735 b,Kepler-1735,Transit,2021,Kepler,0.95 m Kepler Telescope,7.71792984,0.062100,1.194,1.84000,5.940000,0.000000,89.800,,3975.00,0.51,0.54,-1.193,10.76832,18h44m12.08s,281.0503476,+47d11m17.52s,47.1882005,245.3030000,15.8960000
Kepler-1736 b,Kepler-1736,Transit,2021,Kepler,0.95 m Kepler Telescope,37.81029892,0.218800,3.877,14.30000,1.350000,0.000000,89.900,,6085.00,0.97,0.98,0.402,0.50837,19h19m06.41s,289.7766991,+38d15m44.05s,38.2622374,1430.0000000,14.8080000
Kepler-1737 b,Kepler-1737,Transit,2021,Kepler,0.95 m Kepler Telescope,64.61750031,0.297000,5.395,25.10000,0.878000,0.000000,88.900,,5043.00,0.88,0.83,-0.344,0.47169,19h48m03.55s,297.0148111,+47d29m11.10s,47.4864170,,15.4980000
Kepler-1738 b,Kepler-1738,Transit,2021,Kepler,0.95 m Kepler Telescope,7.67463016,0.078100,2.825,8.37000,2.040000,0.000000,85.690,,6063.00,1.00,1.08,-0.005,0.62777,19h44m31.52s,296.1313474,+47d26m19.72s,47.4388098,1302.8700000,15.6490000
Kepler-1739 b,Kepler-1739,Transit,2021,Kepler,0.95 m Kepler Telescope,7.34370995,0.069700,2.431,6.48000,2.480000,0.000000,89.780,,5757.00,0.76,0.86,-0.140,38.44106,19h44m55.69s,296.2320536,+47d40m43.91s,47.6788626,783.6660000,14.8990000
Kepler-174 b,Kepler-174,Transit,2014,Kepler,0.95 m Kepler Telescope,13.98179000,0.100000,1.960,4.50000,3.280000,0.000000,89.240,,4880.00,0.62,0.60,-0.570,4.96160,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000,14.5300000
Kepler-174 c,Kepler-174,Transit,2014,Kepler,0.95 m Kepler Telescope,44.00052900,0.214000,1.490,2.83000,4.700000,0.000000,89.970,,4880.00,0.62,0.60,-0.570,2.87230,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000,14.5300000
Kepler-174 d,Kepler-174,Transit,2014,Kepler,0.95 m Kepler Telescope,247.35373000,0.677000,2.190,5.43000,2.840000,0.000000,89.990,,4880.00,0.62,0.60,-0.570,3.33950,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000,14.5300000
Kepler-1740 b,Kepler-1740,Transit,2021,Kepler,0.95 m Kepler Telescope,8.17240047,0.077900,3.323,11.00000,1.650000,0.000000,82.800,,5705.00,0.91,0.94,-0.079,0.11427,19h35m29.68s,293.8736630,+38d55m20.84s,38.9224548,1061.7700000,15.4540000
Kepler-1741 b,Kepler-1741,Transit,2021,Kepler,0.95 m Kepler Telescope,2.75759006,0.029600,1.273,2.16000,5.750000,0.000000,89.770,,3683.00,0.42,0.45,-1.242,30.83073,19h30m18.50s,292.5770730,+39d07m15.38s,39.1209390,270.7390000,16.1540000
Kepler-1742 b,Kepler-1742,Transit,2021,Kepler,0.95 m Kepler Telescope,49.47819901,0.258700,2.178,5.38000,2.860000,0.000000,89.980,,5776.00,0.85,0.94,-0.184,28.51104,19h07m52.03s,286.9668086,+44d59m32.75s,44.9924315,669.5730000,14.5120000
Kepler-1743 b,Kepler-1743,Transit,2021,Kepler,0.95 m Kepler Telescope,7.64971018,0.082200,1.599,3.18000,4.280000,0.000000,77.520,,5855.00,1.61,1.27,0.599,0.02318,19h22m12.57s,290.5523552,+48d07m34.53s,48.1262575,538.8070000,12.0620000
Kepler-1744 b,Kepler-1744,Transit,2021,Kepler,0.95 m Kepler Telescope,37.10110092,0.209300,3.768,13.60000,1.400000,0.000000,89.520,,5986.00,0.85,0.89,-0.098,1.56368,19h24m04.96s,291.0206823,+42d27m44.87s,42.4624633,1091.6300000,15.5660000
Kepler-1745 b,Kepler-1745,Transit,2021,Kepler,0.95 m Kepler Telescope,3.01619005,0.040800,1.929,4.38000,3.350000,0.000000,82.720,,5611.00,1.40,0.99,0.007,0.40067,19h33m52.56s,293.4689924,+42d49m20.49s,42.8223582,996.1050000,14.8540000
Kepler-1746 b,Kepler-1746,Transit,2021,Kepler,0.95 m Kepler Telescope,321.21200560,0.945300,8.935,59.10000,0.455000,0.000000,89.860,,6018.00,1.29,1.09,0.496,8.48974,19h13m16.90s,288.3203979,+42d15m40.99s,42.2613874,979.5410000,13.5720000
Kepler-1747 b,Kepler-1747,Transit,2021,Kepler,0.95 m Kepler Telescope,6.23031998,0.066000,4.265,16.80000,1.190000,0.000000,87.550,,5477.00,0.86,0.98,-0.205,3.27897,18h56m50.32s,284.2096557,+45d15m29.10s,45.2580820,1321.3800000,16.1966000
Kepler-1748 b,Kepler-1748,Transit,2021,Kepler,0.95 m Kepler Telescope,5.82352018,0.061500,2.713,7.81000,2.150000,0.000000,85.350,,5774.00,0.86,0.92,-0.350,0.70474,19h03m52.30s,285.9678970,+45d44m20.68s,45.7390789,1083.2800000,16.0040000
Kepler-1749 b,Kepler-1749,Transit,2021,Kepler,0.95 m Kepler Telescope,14.53409958,0.095600,1.613,3.23000,4.230000,0.000000,88.070,,3957.00,0.55,0.55,-0.950,1.05199,19h21m10.70s,290.2945805,+45d33m52.27s,45.5645196,268.2000000,14.9500000
Kepler-175 b,Kepler-175,Transit,2014,Kepler,0.95 m Kepler Telescope,11.90351500,0.105000,2.560,7.08000,2.320000,0.000000,88.780,,6064.00,1.01,1.12,0.194,1.02936,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000,15.2250000
Kepler-175 c,Kepler-175,Transit,2014,Kepler,0.95 m Kepler Telescope,34.03525700,0.213000,3.100,9.80000,1.810000,0.000000,89.230,,6064.00,1.01,1.12,0.194,0.71902,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000,15.2250000
Kepler-1750 b,Kepler-1750,Transit,2021,Kepler,0.95 m Kepler Telescope,205.91200260,0.678500,6.004,30.10000,0.764000,0.000000,89.930,,5644.00,0.97,0.98,0.061,1.87880,19h29m24.36s,292.3514917,+48d30m39.86s,48.5110714,1497.3300000,15.7020000
Kepler-1751 b,Kepler-1751,Transit,2021,Kepler,0.95 m Kepler Telescope,7.01731014,0.071200,1.824,3.98000,3.600000,0.000000,87.340,,6052.00,0.97,0.97,0.036,0.75604,18h59m23.17s,284.8465476,+49d41m32.43s,49.6923412,1291.4700000,15.4550000
Kepler-1752 b,Kepler-1752,Transit,2021,Kepler,0.95 m Kepler Telescope,56.35850143,0.269800,4.541,18.70000,1.100000,0.000000,88.460,,5446.00,0.82,0.82,-0.398,0.22873,19h23m24.99s,290.8541401,+51d13m21.88s,51.2227435,962.8880000,16.0249000
Kepler-1753 b,Kepler-1753,Transit,2021,Kepler,0.95 m Kepler Telescope,16.00460052,0.117900,2.227,5.59000,2.780000,0.000000,89.000,,5180.00,0.77,0.86,-0.560,1.61437,19h12m56.80s,288.2366640,+46d36m21.15s,46.6058744,707.6880000,15.5900000
Kepler-1754 b,Kepler-1754,Transit,2021,Kepler,0.95 m Kepler Telescope,8.19594955,0.071800,2.440,6.53000,2.470000,0.000000,89.340,,4723.00,0.75,0.73,-0.612,3.01443,19h41m49.70s,295.4570818,+50d04m37.86s,50.0771838,718.9450000,16.0070000
Kepler-1755 b,Kepler-1755,Transit,2021,Kepler,0.95 m Kepler Telescope,24.81209946,0.166800,5.917,29.40000,0.780000,0.000000,89.960,,6086.00,0.92,1.00,0.274,7.04712,19h47m23.06s,296.8460920,+40d08m18.88s,40.1385777,982.3830000,14.5440000
Kepler-1756 b,Kepler-1756,Transit,2021,Kepler,0.95 m Kepler Telescope,2.35575008,0.031900,1.472,2.77000,4.770000,0.000000,86.770,,4915.00,0.81,0.78,-0.459,2.38730,19h37m27.58s,294.3649040,+40d43m15.20s,40.7208898,,15.7360000
Kepler-1757 b,Kepler-1757,Transit,2021,Kepler,0.95 m Kepler Telescope,19.65640068,0.133500,2.947,8.99000,1.930000,0.000000,87.070,,5288.00,0.74,0.83,-0.369,0.31828,19h50m57.55s,297.7397823,+46d56m30.82s,46.9418957,807.3080000,15.8170000
Kepler-1758 b,Kepler-1758,Transit,2021,Kepler,0.95 m Kepler Telescope,9.97721005,0.091900,2.571,7.13000,2.310000,0.000000,89.990,,5557.00,1.62,1.04,0.485,0.42718,19h51m11.24s,297.7968197,+39d55m16.82s,39.9213378,1588.4100000,15.1190000
Kepler-1759 b,Kepler-1759,Transit,2021,Kepler,0.95 m Kepler Telescope,3.72023010,0.042900,0.904,0.67600,5.030000,0.000000,88.630,,5017.00,0.80,0.76,-0.563,4.00992,19h53m51.75s,298.4656275,+48d33m33.60s,48.5593334,385.3480000,14.5320000
Kepler-176 b,Kepler-176,Transit,2014,Kepler,0.95 m Kepler Telescope,5.43307400,0.058000,1.430,2.63000,4.940000,0.000000,86.690,,5232.00,0.89,0.79,-0.404,3.56337,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.7670000
Kepler-176 c,Kepler-176,Transit,2014,Kepler,0.95 m Kepler Telescope,12.75971200,0.102000,2.600,23.00000,7.190000,0.000000,88.250,,5232.00,0.89,0.79,-0.404,2.31212,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.7670000
Kepler-176 d,Kepler-176,Transit,2014,Kepler,0.95 m Kepler Telescope,25.75197400,0.163000,2.510,15.20000,5.280000,0.000000,89.530,,5232.00,0.89,0.79,-0.404,2.31212,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.7670000
Kepler-176 e,Kepler-176,Transit,2016,Kepler,0.95 m Kepler Telescope,51.16579000,0.249400,1.450,2.70000,4.870000,0.000000,89.080,,5295.00,0.83,0.87,-0.404,3.09428,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000,14.7670000
Kepler-1760 b,Kepler-1760,Transit,2021,Kepler,0.95 m Kepler Telescope,38.32609940,0.208400,2.290,5.86000,2.680000,0.000000,88.340,,5229.00,0.90,0.82,-0.260,0.47745,18h56m31.83s,284.1326058,+48d49m30.52s,48.8251452,,14.4720000
Kepler-1761 b,Kepler-1761,Transit,2021,Kepler,0.95 m Kepler Telescope,4.04354000,0.041300,1.391,2.51000,5.120000,0.000000,78.420,,3871.00,0.53,0.57,-1.170,0.13614,18h56m31.91s,284.1329728,+49d08m33.48s,49.1426325,221.1860000,15.6190000
Kepler-1762 b,Kepler-1762,Transit,2021,Kepler,0.95 m Kepler Telescope,29.53910065,0.204000,2.760,8.05000,2.100000,0.000000,89.780,,6572.00,1.24,1.30,0.331,3.47173,19h21m58.36s,290.4931471,+39d47m07.84s,39.7855117,1663.7400000,15.2390000
Kepler-1763 b,Kepler-1763,Transit,2021,Kepler,0.95 m Kepler Telescope,1.48028004,0.025700,1.147,1.59000,5.800000,0.000000,89.280,,5897.00,1.26,1.03,0.274,0.84673,19h36m27.13s,294.1130368,+40d21m46.39s,40.3628861,756.4860000,13.6340000
Kepler-1764 b,Kepler-1764,Transit,2021,Kepler,0.95 m Kepler Telescope,70.46829987,0.351200,4.555,18.80000,1.090000,0.000000,89.980,,6461.00,1.13,1.16,0.415,2.18989,19h35m31.18s,293.8799047,+41d23m37.81s,41.3938374,1542.4800000,14.9100000
Kepler-1765 b,Kepler-1765,Transit,2021,Kepler,0.95 m Kepler Telescope,10.41889954,0.091700,2.495,6.78000,2.400000,0.000000,86.740,,5692.00,1.06,0.95,-0.136,0.59531,19h52m03.47s,298.0144601,+42d57m26.75s,42.9574314,764.4560000,15.0400000
Kepler-1766 b,Kepler-1766,Transit,2021,Kepler,0.95 m Kepler Telescope,105.01499940,0.422900,2.279,5.81000,2.700000,0.000000,88.600,,5868.00,1.04,0.92,0.175,0.10302,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.2290000,12.9600000
Kepler-1767 b,Kepler-1767,Transit,2021,Kepler,0.95 m Kepler Telescope,59.65829849,0.287300,3.013,9.34000,1.880000,0.000000,88.380,,5243.00,0.83,0.89,-0.503,0.20596,19h34m34.59s,293.6441248,+46d59m22.81s,46.9896696,820.5060000,16.2060000
Kepler-1768 b,Kepler-1768,Transit,2021,Kepler,0.95 m Kepler Telescope,15.13589954,0.128600,2.233,5.62000,2.770000,0.000000,89.440,,6050.00,1.57,1.24,0.287,8.46929,19h59m49.74s,299.9572335,+44d46m18.79s,44.7718851,632.7660000,13.5650000
Kepler-1769 b,Kepler-1769,Transit,2021,Kepler,0.95 m Kepler Telescope,89.19349670,0.398700,4.465,18.20000,1.120000,0.000000,89.990,,6071.00,1.30,1.06,0.215,12.62813,19h38m58.41s,294.7433755,+43d27m40.19s,43.4611633,438.4120000,12.4870000
Kepler-177 b,Kepler-177,Transit,2013,Kepler,0.95 m Kepler Telescope,36.86010000,0.218400,3.500,5.84000,0.750000,0.000000,89.930,,5732.00,1.32,0.92,0.240,0.79060,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000,15.1710000
Kepler-177 c,Kepler-177,Transit,2013,Kepler,0.95 m Kepler Telescope,49.40926000,0.265500,8.730,14.70000,0.121000,0.000000,88.795,,5732.00,1.32,0.92,0.240,0.56415,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000,15.1710000
Kepler-1770 b,Kepler-1770,Transit,2021,Kepler,0.95 m Kepler Telescope,16.84189987,0.126100,2.841,8.45000,2.020000,0.000000,88.950,,5602.00,1.01,0.94,-0.209,3.51751,19h57m00.07s,299.2502851,+43d24m37.32s,43.4103663,582.9420000,14.4180000
Kepler-1771 b,Kepler-1771,Transit,2021,Kepler,0.95 m Kepler Telescope,88.64399719,0.381500,4.055,15.50000,1.280000,0.000000,89.340,,5661.00,0.93,0.94,-0.092,0.59555,19h28m03.23s,292.0134714,+49d01m08.86s,49.0191267,565.7520000,13.8020000
Kepler-1772 b,Kepler-1772,Transit,2021,Kepler,0.95 m Kepler Telescope,3.21509004,0.041800,2.686,7.68000,2.180000,0.000000,63.990,,5541.00,0.93,0.94,0.472,0.01886,19h17m45.15s,289.4381201,+39d16m13.29s,39.2703594,871.5640000,13.5460000
Kepler-1773 b,Kepler-1773,Transit,2021,Kepler,0.95 m Kepler Telescope,40.80970001,0.248900,3.505,12.10000,1.540000,0.000000,88.570,,6183.00,1.30,1.24,0.405,0.63026,19h04m53.57s,286.2232284,+38d15m29.40s,38.2581676,681.2550000,13.0850000
Kepler-1774 b,Kepler-1774,Transit,2021,Kepler,0.95 m Kepler Telescope,59.77080154,0.309600,3.182,10.20000,1.740000,0.000000,88.900,,6214.00,1.12,1.10,0.190,0.53689,19h14m17.86s,288.5743991,+40d59m18.98s,40.9886069,816.5920000,14.0200000
Kepler-1775 b,Kepler-1775,Transit,2021,Kepler,0.95 m Kepler Telescope,85.65399933,0.398600,3.648,12.90000,1.460000,0.000000,89.990,,5818.00,1.65,1.15,0.246,2.36660,19h05m36.56s,286.4023452,+38d44m18.84s,38.7385674,657.0230000,13.4290000
Kepler-1776 b,Kepler-1776,Transit,2021,Kepler,0.95 m Kepler Telescope,35.01190186,0.212400,2.612,7.33000,2.260000,0.000000,88.690,,5872.00,1.15,1.04,0.164,1.02226,19h26m08.26s,291.5344017,+47d02m32.98s,47.0424958,690.3360000,13.6800000
Kepler-1777 b,Kepler-1777,Transit,2021,Kepler,0.95 m Kepler Telescope,12.18420029,0.103100,2.132,5.19000,2.940000,0.000000,88.360,,5771.00,1.07,0.98,-0.033,2.24035,19h21m18.87s,290.3286455,+37d43m23.23s,37.7231188,619.1460000,14.1120000
Kepler-1778 b,Kepler-1778,Transit,2021,Kepler,0.95 m Kepler Telescope,10.08740044,0.095600,3.017,9.36000,1.870000,0.000000,85.490,,6310.00,1.09,1.14,0.098,0.29911,19h09m26.71s,287.3612976,+43d44m19.68s,43.7388000,1276.2900000,15.2730000
Kepler-1779 b,Kepler-1779,Transit,2021,Kepler,0.95 m Kepler Telescope,16.34359932,0.126400,3.033,9.44000,1.860000,0.000000,87.560,,5730.00,1.06,1.01,-0.050,0.33885,20h01m40.19s,300.4174607,+45d36m19.75s,45.6054854,908.5010000,15.1320000
Kepler-178 b,Kepler-178,Transit,2014,Kepler,0.95 m Kepler Telescope,9.57669400,0.085000,2.900,8.75000,1.970000,0.000000,89.890,,5676.00,1.07,0.94,-0.208,2.32199,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000,14.8760000
Kepler-178 c,Kepler-178,Transit,2014,Kepler,0.95 m Kepler Telescope,20.55280200,0.142000,2.880,8.65000,1.990000,0.000000,89.470,,5676.00,1.07,0.94,-0.208,10.59769,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000,14.8760000
Kepler-178 d,Kepler-178,Transit,2014,Kepler,0.95 m Kepler Telescope,96.67898800,0.397000,3.950,14.80000,1.320000,0.000000,89.850,,5676.00,1.07,0.94,-0.208,4.04888,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000,14.8760000
Kepler-1780 b,Kepler-1780,Transit,2021,Kepler,0.95 m Kepler Telescope,109.44499970,0.427600,3.606,12.70000,1.490000,0.000000,89.960,,5403.00,0.87,0.87,-0.217,18.03324,19h36m20.14s,294.0839282,+42d48m34.24s,42.8095104,790.5160000,14.9070000
Kepler-1781 b,Kepler-1781,Transit,2021,Kepler,0.95 m Kepler Telescope,4.88752985,0.057400,2.381,6.26000,2.550000,0.000000,89.550,,5568.00,0.96,1.05,-0.361,5.09659,19h26m50.76s,291.7114906,+42d20m29.43s,42.3415097,962.6300000,15.7130000
Kepler-1782 b,Kepler-1782,Transit,2021,Kepler,0.95 m Kepler Telescope,5.75622988,0.058200,2.229,5.60000,2.780000,0.000000,87.610,,4931.00,0.73,0.79,-0.556,5.49850,18h43m42.28s,280.9261620,+44d05m16.09s,44.0878036,305.7920000,13.8750000
Kepler-1783 b,Kepler-1783,Transit,2021,Kepler,0.95 m Kepler Telescope,8.27744007,0.077000,1.319,2.30000,5.500000,0.000000,89.350,,5129.00,1.78,0.89,-0.451,3.27949,19h48m05.06s,297.0210984,+41d22m37.80s,41.3771655,264.0780000,13.3090000
Kepler-1784 b,Kepler-1784,Transit,2021,Kepler,0.95 m Kepler Telescope,13.59049988,0.107200,2.799,8.24000,2.060000,0.000000,89.510,,5442.00,0.97,0.89,-0.121,2.09179,19h51m49.00s,297.9541684,+44d40m02.82s,44.6674491,883.0450000,15.4230000
Kepler-1785 b,Kepler-1785,Transit,2021,Kepler,0.95 m Kepler Telescope,19.58550072,0.137900,2.704,7.77000,2.160000,0.000000,88.190,,5618.00,1.00,0.91,0.003,1.39703,19h43m10.12s,295.7921797,+47d36m00.25s,47.6000699,745.7400000,14.2450000
Kepler-1786 b,Kepler-1786,Transit,2021,Kepler,0.95 m Kepler Telescope,78.54609680,0.365900,3.163,10.10000,1.750000,0.000000,89.960,,5808.00,1.40,1.06,0.159,1.07922,19h30m21.07s,292.5877743,+38d31m19.14s,38.5219827,863.9090000,14.0880000
Kepler-1787 b,Kepler-1787,Transit,2021,Kepler,0.95 m Kepler Telescope,39.31370163,0.227000,2.319,5.99000,2.640000,0.000000,89.990,,6060.00,0.93,1.01,-0.098,2.79643,19h16m15.43s,289.0643042,+47d07m02.65s,47.1174041,778.6020000,14.5640000
Kepler-1788 b,Kepler-1788,Transit,2021,Kepler,0.95 m Kepler Telescope,2.80012012,0.034300,2.379,6.25000,2.550000,0.000000,86.540,,4786.00,0.70,0.69,-0.611,5.75791,19h24m53.85s,291.2243829,+45d46m41.16s,45.7780993,560.4450000,15.4840000
Kepler-1789 b,Kepler-1789,Transit,2021,Kepler,0.95 m Kepler Telescope,80.23190308,0.354300,2.831,8.40000,2.030000,0.000000,89.190,,5436.00,0.89,0.92,-0.231,0.77896,18h51m27.15s,282.8631419,+41d47m47.88s,41.7966332,611.4610000,14.4490000
Kepler-179 b,Kepler-179,Transit,2014,Kepler,0.95 m Kepler Telescope,2.73592600,0.036000,1.640,3.33000,4.150000,0.000000,89.000,,5302.00,0.76,0.84,-0.278,3.16386,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000,14.7720000
Kepler-179 c,Kepler-179,Transit,2014,Kepler,0.95 m Kepler Telescope,6.40013000,0.064000,2.000,4.66000,3.200000,0.000000,85.830,,5302.00,0.76,0.84,-0.278,3.92897,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000,14.7720000
Kepler-1790 b,Kepler-1790,Transit,2021,Kepler,0.95 m Kepler Telescope,31.58889961,0.197000,3.145,10.00000,1.770000,0.000000,89.840,,5866.00,1.37,1.02,0.383,6.53293,19h38m16.05s,294.5668577,+46d04m32.63s,46.0757312,1070.1700000,14.1790000
Kepler-1791 b,Kepler-1791,Transit,2021,Kepler,0.95 m Kepler Telescope,7.72086000,0.076100,3.121,9.91000,1.790000,0.000000,84.910,,5887.00,1.18,0.99,0.176,0.40645,18h57m57.68s,284.4903166,+42d38m53.75s,42.6482636,602.2180000,13.5290000
Kepler-1792 b,Kepler-1792,Transit,2021,Kepler,0.95 m Kepler Telescope,4.19577980,0.048800,2.520,6.89000,2.370000,0.000000,87.730,,5229.00,1.01,0.88,-0.508,2.46352,19h39m21.62s,294.8400788,+39d05m09.51s,39.0859757,601.0290000,15.5660000
Kepler-1793 b,Kepler-1793,Transit,2021,Kepler,0.95 m Kepler Telescope,8.77999973,0.078700,3.790,13.80000,1.390000,0.000000,88.540,,5191.00,0.76,0.85,-0.234,1.65118,19h27m39.11s,291.9129477,+40d57m14.14s,40.9539265,1189.8800000,15.9490000
Kepler-1794 b,Kepler-1794,Transit,2021,Kepler,0.95 m Kepler Telescope,9.76298046,0.082100,1.794,3.87000,3.680000,0.000000,88.680,,5052.00,0.82,0.77,-0.611,2.03307,20h02m28.72s,300.6196594,+45d47m19.70s,45.7888068,561.2290000,15.4970000
Kepler-1795 b,Kepler-1795,Transit,2021,Kepler,0.95 m Kepler Telescope,13.36019993,0.100200,1.663,3.40000,4.060000,0.000000,89.040,,4500.00,0.69,0.77,-0.757,3.47892,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,16.1880000
Kepler-1796 b,Kepler-1796,Transit,2021,Kepler,0.95 m Kepler Telescope,29.45579910,0.187900,2.750,8.00000,2.110000,0.000000,89.980,,6036.00,0.95,1.02,0.118,6.43467,20h06m10.33s,301.5430397,+44d36m20.25s,44.6056251,825.8830000,14.4930000
Kepler-1797 b,Kepler-1797,Transit,2021,Kepler,0.95 m Kepler Telescope,23.35939980,0.163700,3.058,9.58000,1.840000,0.000000,86.070,,6244.00,1.01,1.07,0.062,0.08975,19h29m51.42s,292.4642406,+45d58m05.81s,45.9682799,1338.4900000,15.4210000
Kepler-1798 b,Kepler-1798,Transit,2021,Kepler,0.95 m Kepler Telescope,16.85589981,0.108200,2.309,5.94000,2.650000,0.000000,89.960,,3967.00,0.59,0.59,-0.957,12.46941,19h26m54.29s,291.7262251,+37d31m44.28s,37.5289680,395.1960000,16.3910000
Kepler-1799 b,Kepler-1799,Transit,2021,Kepler,0.95 m Kepler Telescope,11.92969990,0.102800,4.128,15.90000,1.240000,0.000000,89.990,,5831.00,0.92,1.02,0.314,0.46536,19h13m14.09s,288.3086994,+51d28m42.01s,51.4783348,2254.6900000,15.9900000
Kepler-18 b,Kepler-18,Transit,2011,Kepler,0.95 m Kepler Telescope,3.50472500,0.044700,2.000,6.90000,4.900000,0.000000,84.920,,5345.00,1.11,0.97,-0.031,1.01000,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000,13.7710000
Kepler-18 c,Kepler-18,Transit,2011,Kepler,0.95 m Kepler Telescope,7.64159000,0.075200,5.490,17.30000,0.590000,0.000000,87.680,,5345.00,1.11,0.97,-0.031,1.01000,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000,13.7710000
